Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
110	111.0	25867	IDP T1 FAST ROIs R parietal operc cortex	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Parietal Operculum Cortex	22133.0	22112.0	22121.0	11086.0	11080	11083	33219.0	33192.0	33204.0	0.1723	0.0184
111	112.0	25868	IDP T1 FAST ROIs L planum polare	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Planum Polare	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1756	0.0178
112	113.0	25869	IDP T1 FAST ROIs R planum polare	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Planum Polare	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1828	0.0196
113	114.0	25870	IDP T1 FAST ROIs L heschl gyrus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Heschl's Gyrus (includes H1 and H2)	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1993	0.0183
114	115.0	25871	IDP T1 FAST ROIs R heschl gyrus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Heschl's Gyrus (includes H1 and H2)	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2115	0.0183
115	116.0	25872	IDP T1 FAST ROIs L planum temporale	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Planum Temporale	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1764	0.0179
116	117.0	25873	IDP T1 FAST ROIs R planum temporale	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Planum Temporale	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1923	0.018
117	118.0	25874	IDP T1 FAST ROIs L supracalc cortex	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Supracalcarine Cortex	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1829	0.0193
118	119.0	25875	IDP T1 FAST ROIs R supracalc cortex	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Supracalcarine Cortex	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1858	0.0189
119	120.0	25876	IDP T1 FAST ROIs L occ pole	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Occipital Pole	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1622	0.0187
120	121.0	25877	IDP T1 FAST ROIs R occ pole	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Occipital Pole	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2042	0.0195
121	122.0	25878	IDP T1 FAST ROIs L thalamus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Thalamus	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2696	0.0217
122	123.0	25879	IDP T1 FAST ROIs R thalamus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Thalamus	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2918	0.0202
123	124.0	25880	IDP T1 FAST ROIs L caudate	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Caudate	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2696	0.0217
124	125.0	25881	IDP T1 FAST ROIs R caudate	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Caudate	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2764	0.0225
125	126.0	25882	IDP T1 FAST ROIs L putamen	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Putamen	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2876	0.0288
126	127.0	25883	IDP T1 FAST ROIs R putamen	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Putamen	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2865	0.0296
127	128.0	25884	IDP T1 FAST ROIs L pallidum	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Pallidum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1669	0.0183
128	129.0	25885	IDP T1 FAST ROIs R pallidum	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Pallidum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1653	0.0181
129	130.0	25886	IDP T1 FAST ROIs L hippocampus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Hippocampus	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.265	0.023
130	131.0	25887	IDP T1 FAST ROIs R hippocampus	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Hippocampus	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2728	0.0248
131	132.0	25888	IDP T1 FAST ROIs L amygdala	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Amygdala	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1872	0.0194
132	133.0	25889	IDP T1 FAST ROIs R amygdala	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Amygdala	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.1661	0.0153
133	134.0	25890	IDP T1 FAST ROIs L ventral striatum	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Ventral Striatum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2797	0.0292
134	135.0	25891	IDP T1 FAST ROIs R ventral striatum	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Ventral Striatum	22133.0	22112.0	22121.0	11086.0	11080	11083	33219.0	33192.0	33204.0	0.2759	0.0289
135	136.0	25892	IDP T1 FAST ROIs brain stem	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Brain-Stem	22133.0	22112.0	22121.0	11086.0	11080	11083	33219.0	33192.0	33204.0	0.2511	0.023
136	137.0	25893	IDP T1 FAST ROIs L cerebellum I-IV	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left I-IV Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2827	0.0211
137	138.0	25894	IDP T1 FAST ROIs R cerebellum I-IV	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right I-IV Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2842	0.0199
138	139.0	25895	IDP T1 FAST ROIs L cerebellum V	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left V Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2799	0.021
139	140.0	25896	IDP T1 FAST ROIs R cerebellum V	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right V Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2739	0.0203
140	141.0	25897	IDP T1 FAST ROIs L cerebellum VI	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left VI Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2742	0.0239
141	142.0	25898	IDP T1 FAST ROIs V cerebellum VI	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis VI Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2579	0.0224
142	143.0	25899	IDP T1 FAST ROIs R cerebellum VI	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right VI Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2689	0.0226
143	144.0	25900	IDP T1 FAST ROIs L cerebellum crus I	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Crus I Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3182	0.0235
144	145.0	25901	IDP T1 FAST ROIs V cerebellum crus I	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis Crus I Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.0789	0.0145
145	146.0	25902	IDP T1 FAST ROIs R cerebellum crus I	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Crus I Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3182	0.0245
146	147.0	25903	IDP T1 FAST ROIs L cerebellum crus II	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left Crus II Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3017	0.0266
147	148.0	25904	IDP T1 FAST ROIs V cerebellum crus II	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis Crus II Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2322	0.0222
148	149.0	25905	IDP T1 FAST ROIs R cerebellum crus II	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right Crus II Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3288	0.0318
149	150.0	25906	IDP T1 FAST ROIs L cerebellum VIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left VIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2871	0.0263
150	151.0	25907	IDP T1 FAST ROIs V cerebellum VIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis VIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.253	0.0211
151	152.0	25908	IDP T1 FAST ROIs R cerebellum VIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right VIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3142	0.0302
152	153.0	25909	IDP T1 FAST ROIs L cerebellum VIIIa	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left VIIIa Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.279	0.0241
153	154.0	25910	IDP T1 FAST ROIs V cerebellum VIIIa	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis VIIIa Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3155	0.025
154	155.0	25911	IDP T1 FAST ROIs R cerebellum VIIIa	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right VIIIa Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2736	0.0261
155	156.0	25912	IDP T1 FAST ROIs L cerebellum VIIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left VIIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2842	0.0239
156	157.0	25913	IDP T1 FAST ROIs V cerebellum VIIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis VIIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3328	0.027
157	158.0	25914	IDP T1 FAST ROIs R cerebellum VIIIb	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right VIIIb Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2551	0.0213
158	159.0	25915	IDP T1 FAST ROIs L cerebellum IX	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left IX Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3376	0.0263
159	160.0	25916	IDP T1 FAST ROIs V cerebellum IX	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis IX Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3104	0.0281
160	161.0	25917	IDP T1 FAST ROIs R cerebellum IX	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right IX Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.3347	0.0267
161	162.0	25918	IDP T1 FAST ROIs L cerebellum X	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Left X Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2552	0.0214
162	163.0	25919	IDP T1 FAST ROIs V cerebellum X	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Vermis X Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2526	0.0225
163	164.0	25920	IDP T1 FAST ROIs R cerebellum X	mm3	float	1.0	regional and tissue volume	Volume of grey matter in Right X Cerebellum	22133.0	22112.0	22121.0	11086.0	-	-	33219.0	33192.0	33204.0	0.2426	0.0202
164	165.0	26514	aseg global volume BrainSeg	mm3	float	1.0	regional and tissue volume	Volume of BrainSeg in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2525	0.0246
165	166.0	26515	aseg global volume BrainSegNotVent	mm3	float	1.0	regional and tissue volume	Volume of BrainSegNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2486	0.0242
166	167.0	26516	aseg global volume BrainSegNotVentSurf	mm3	float	1.0	regional and tissue volume	Volume of BrainSegNotVentSurf in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2585	0.0249
167	168.0	26517	aseg global volume SubCortGray	mm3	float	1.0	regional and tissue volume	Volume of SubCortGray in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3311	0.0251
168	169.0	26518	aseg global volume TotalGray	mm3	float	1.0	regional and tissue volume	Volume of TotalGray in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2154	0.0204
169	170.0	26519	aseg global volume SupraTentorial	mm3	float	1.0	regional and tissue volume	Volume of SupraTentorial in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2762	0.0248
170	171.0	26520	aseg global volume SupraTentorialNotVent	mm3	float	1.0	regional and tissue volume	Volume of SupraTentorialNotVent in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2736	0.0242
171	172.0	26521	aseg global volume EstimatedTotalIntraCranial	mm3	float	1.0	regional and tissue volume	Volume of EstimatedTotalIntraCranial in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1754	0.0223
172	173.0	26522	aseg global volume VentricleChoroid	mm3	float	1.0	regional and tissue volume	Volume of VentricleChoroid in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2814	0.0252
173	174.0	26523	aseg global volume 3rd-Ventricle	mm3	float	1.0	regional and tissue volume	Volume of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2812	0.0245
174	175.0	26524	aseg global volume 4th-Ventricle	mm3	float	1.0	regional and tissue volume	Volume of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.34	0.0275
175	176.0	26525	aseg global volume 5th-Ventricle	mm3	float	1.0	regional and tissue volume	Volume of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	-0.005	0.0138
176	177.0	26526	aseg global volume Brain-Stem	mm3	float	1.0	regional and tissue volume	Volume of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3966	0.0304
177	178.0	26527	aseg global volume CSF	mm3	float	1.0	regional and tissue volume	Volume of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2719	0.0227
178	179.0	26528	aseg global volume WM-hypointensities	mm3	float	1.0	regional and tissue volume	Volume of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2304	0.0228
179	180.0	26529	aseg global volume non-WM-hypointensities	mm3	float	1.0	regional and tissue volume	Volume of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0038	0.0122
180	181.0	26530	aseg global volume Optic-Chiasm	mm3	float	1.0	regional and tissue volume	Volume of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1666	0.0266
181	182.0	26531	aseg global volume CC-Posterior	mm3	float	1.0	regional and tissue volume	Volume of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3351	0.0243
182	183.0	26532	aseg global volume CC-Mid-Posterior	mm3	float	1.0	regional and tissue volume	Volume of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1606	0.0169
183	184.0	26533	aseg global volume CC-Central	mm3	float	1.0	regional and tissue volume	Volume of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2182	0.0168
184	185.0	26534	aseg global volume CC-Mid-Anterior	mm3	float	1.0	regional and tissue volume	Volume of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2208	0.0195
185	186.0	26535	aseg global volume CC-Anterior	mm3	float	1.0	regional and tissue volume	Volume of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2547	0.0224
186	187.0	26536	aseg global volume-ratio BrainSegVol-to-eTIV	ratio	float	1.0	regional and tissue volume	Volume-ratio of BrainSegVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2342	0.0215
187	188.0	26537	aseg global volume-ratio MaskVol-to-eTIV	ratio	float	1.0	regional and tissue volume	Volume-ratio of MaskVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1028	0.0179
188	189.0	26552	aseg lh volume Cortex	mm3	float	1.0	regional and tissue volume	Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2072	0.0194
189	190.0	26553	aseg lh volume CerebralWhiteMatter	mm3	float	1.0	regional and tissue volume	Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.335	0.0273
190	191.0	26554	aseg lh volume Lateral-Ventricle	mm3	float	1.0	regional and tissue volume	Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2736	0.0244
191	192.0	26555	aseg lh volume Inf-Lat-Vent	mm3	float	1.0	regional and tissue volume	Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1404	0.0182
192	193.0	26556	aseg lh volume Cerebellum-White-Matter	mm3	float	1.0	regional and tissue volume	Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3215	0.0279
193	194.0	26557	aseg lh volume Cerebellum-Cortex	mm3	float	1.0	regional and tissue volume	Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3541	0.0289
194	195.0	26558	aseg lh volume Thalamus-Proper	mm3	float	1.0	regional and tissue volume	Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.2775	0.0237
195	196.0	26559	aseg lh volume Caudate	mm3	float	1.0	regional and tissue volume	Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3485	0.0266
